"","x","Asset","Prob","age","xx","variable","value"
"6580",0.14,"Circuit Breaker","rn_IR_Mean_Impact_Cost",14,0.14,"IR_Mean_Impact_rn_mean",280.8531
"6581",0.15,"Circuit Breaker","rn_IR_Mean_Impact_Cost",15,0.15,"IR_Mean_Impact_rn_mean",385.5913
"6582",0.16,"Circuit Breaker","rn_IR_Mean_Impact_Cost",16,0.16,"IR_Mean_Impact_rn_mean",494.4313
"6583",0.17,"Circuit Breaker","rn_IR_Mean_Impact_Cost",17,0.17,"IR_Mean_Impact_rn_mean",661.6073
"6584",0.18,"Circuit Breaker","rn_IR_Mean_Impact_Cost",18,0.18,"IR_Mean_Impact_rn_mean",858.143
"6585",0.19,"Circuit Breaker","rn_IR_Mean_Impact_Cost",19,0.19,"IR_Mean_Impact_rn_mean",1074.844
"6586",0.2,"Circuit Breaker","rn_IR_Mean_Impact_Cost",20,0.2,"IR_Mean_Impact_rn_mean",1282.119
"6587",0.21,"Circuit Breaker","rn_IR_Mean_Impact_Cost",21,0.21,"IR_Mean_Impact_rn_mean",1628.525
"6588",0.22,"Circuit Breaker","rn_IR_Mean_Impact_Cost",22,0.22,"IR_Mean_Impact_rn_mean",1981.247
"6589",0.23,"Circuit Breaker","rn_IR_Mean_Impact_Cost",23,0.23,"IR_Mean_Impact_rn_mean",2322.31
"6590",0.24,"Circuit Breaker","rn_IR_Mean_Impact_Cost",24,0.24,"IR_Mean_Impact_rn_mean",2738.282
"6591",0.25,"Circuit Breaker","rn_IR_Mean_Impact_Cost",25,0.25,"IR_Mean_Impact_rn_mean",3234.775
"6592",0.26,"Circuit Breaker","rn_IR_Mean_Impact_Cost",26,0.26,"IR_Mean_Impact_rn_mean",3681.687
"6593",0.27,"Circuit Breaker","rn_IR_Mean_Impact_Cost",27,0.27,"IR_Mean_Impact_rn_mean",4186.427
"6594",0.28,"Circuit Breaker","rn_IR_Mean_Impact_Cost",28,0.28,"IR_Mean_Impact_rn_mean",4779.04
"6595",0.29,"Circuit Breaker","rn_IR_Mean_Impact_Cost",29,0.29,"IR_Mean_Impact_rn_mean",5350.5
"6596",0.3,"Circuit Breaker","rn_IR_Mean_Impact_Cost",30,0.3,"IR_Mean_Impact_rn_mean",6027.304
"6597",0.31,"Circuit Breaker","rn_IR_Mean_Impact_Cost",31,0.31,"IR_Mean_Impact_rn_mean",6614.127
"6598",0.32,"Circuit Breaker","rn_IR_Mean_Impact_Cost",32,0.32,"IR_Mean_Impact_rn_mean",7573.956
"6599",0.33,"Circuit Breaker","rn_IR_Mean_Impact_Cost",33,0.33,"IR_Mean_Impact_rn_mean",8190.748
"6600",0.34,"Circuit Breaker","rn_IR_Mean_Impact_Cost",34,0.34,"IR_Mean_Impact_rn_mean",8943.749
"6601",0.35,"Circuit Breaker","rn_IR_Mean_Impact_Cost",35,0.35,"IR_Mean_Impact_rn_mean",9602.646
"6602",0.36,"Circuit Breaker","rn_IR_Mean_Impact_Cost",36,0.36,"IR_Mean_Impact_rn_mean",10496.1
"6603",0.37,"Circuit Breaker","rn_IR_Mean_Impact_Cost",37,0.37,"IR_Mean_Impact_rn_mean",11405.72
"6604",0.38,"Circuit Breaker","rn_IR_Mean_Impact_Cost",38,0.38,"IR_Mean_Impact_rn_mean",12339.28
"6605",0.39,"Circuit Breaker","rn_IR_Mean_Impact_Cost",39,0.39,"IR_Mean_Impact_rn_mean",12878.31
"6606",0.4,"Circuit Breaker","rn_IR_Mean_Impact_Cost",40,0.4,"IR_Mean_Impact_rn_mean",13819.42
"6607",0.41,"Circuit Breaker","rn_IR_Mean_Impact_Cost",41,0.41,"IR_Mean_Impact_rn_mean",14550.18
"6608",0.42,"Circuit Breaker","rn_IR_Mean_Impact_Cost",42,0.42,"IR_Mean_Impact_rn_mean",15671.78
"6609",0.43,"Circuit Breaker","rn_IR_Mean_Impact_Cost",43,0.43,"IR_Mean_Impact_rn_mean",16897.81
"6610",0.44,"Circuit Breaker","rn_IR_Mean_Impact_Cost",44,0.44,"IR_Mean_Impact_rn_mean",17394.56
"6611",0.45,"Circuit Breaker","rn_IR_Mean_Impact_Cost",45,0.45,"IR_Mean_Impact_rn_mean",18054.85
"6612",0.46,"Circuit Breaker","rn_IR_Mean_Impact_Cost",46,0.46,"IR_Mean_Impact_rn_mean",18488.4
"6613",0.47,"Circuit Breaker","rn_IR_Mean_Impact_Cost",47,0.47,"IR_Mean_Impact_rn_mean",19153.21
"6614",0.48,"Circuit Breaker","rn_IR_Mean_Impact_Cost",48,0.48,"IR_Mean_Impact_rn_mean",19546.31
"6615",0.49,"Circuit Breaker","rn_IR_Mean_Impact_Cost",49,0.49,"IR_Mean_Impact_rn_mean",20151.68
"6616",0.5,"Circuit Breaker","rn_IR_Mean_Impact_Cost",50,0.5,"IR_Mean_Impact_rn_mean",20784.14
"6617",0.51,"Circuit Breaker","rn_IR_Mean_Impact_Cost",51,0.51,"IR_Mean_Impact_rn_mean",21426.09
"6618",0.52,"Circuit Breaker","rn_IR_Mean_Impact_Cost",52,0.52,"IR_Mean_Impact_rn_mean",21935.2
"6619",0.53,"Circuit Breaker","rn_IR_Mean_Impact_Cost",53,0.53,"IR_Mean_Impact_rn_mean",22305.1
"6620",0.54,"Circuit Breaker","rn_IR_Mean_Impact_Cost",54,0.54,"IR_Mean_Impact_rn_mean",22706.16
"6621",0.55,"Circuit Breaker","rn_IR_Mean_Impact_Cost",55,0.55,"IR_Mean_Impact_rn_mean",23279.85
"6622",0.56,"Circuit Breaker","rn_IR_Mean_Impact_Cost",56,0.56,"IR_Mean_Impact_rn_mean",24342.01
"6623",0.57,"Circuit Breaker","rn_IR_Mean_Impact_Cost",57,0.57,"IR_Mean_Impact_rn_mean",24691.24
"6624",0.58,"Circuit Breaker","rn_IR_Mean_Impact_Cost",58,0.58,"IR_Mean_Impact_rn_mean",25294.73
"6625",0.59,"Circuit Breaker","rn_IR_Mean_Impact_Cost",59,0.59,"IR_Mean_Impact_rn_mean",26387.82
"6626",0.6,"Circuit Breaker","rn_IR_Mean_Impact_Cost",60,0.6,"IR_Mean_Impact_rn_mean",27261.75
"6627",0.61,"Circuit Breaker","rn_IR_Mean_Impact_Cost",61,0.61,"IR_Mean_Impact_rn_mean",28342.2
"6628",0.62,"Circuit Breaker","rn_IR_Mean_Impact_Cost",62,0.62,"IR_Mean_Impact_rn_mean",28985.27
"6629",0.63,"Circuit Breaker","rn_IR_Mean_Impact_Cost",63,0.63,"IR_Mean_Impact_rn_mean",29804.18
"6630",0.64,"Circuit Breaker","rn_IR_Mean_Impact_Cost",64,0.64,"IR_Mean_Impact_rn_mean",30378.83
"6631",0.65,"Circuit Breaker","rn_IR_Mean_Impact_Cost",65,0.65,"IR_Mean_Impact_rn_mean",31526.23
"6632",0.66,"Circuit Breaker","rn_IR_Mean_Impact_Cost",66,0.66,"IR_Mean_Impact_rn_mean",31941.2
"6633",0.67,"Circuit Breaker","rn_IR_Mean_Impact_Cost",67,0.67,"IR_Mean_Impact_rn_mean",32530.97
"6634",0.68,"Circuit Breaker","rn_IR_Mean_Impact_Cost",68,0.68,"IR_Mean_Impact_rn_mean",33127.48
"6635",0.69,"Circuit Breaker","rn_IR_Mean_Impact_Cost",69,0.69,"IR_Mean_Impact_rn_mean",33712.58
"6636",0.7,"Circuit Breaker","rn_IR_Mean_Impact_Cost",70,0.7,"IR_Mean_Impact_rn_mean",34661.73
"6637",0.71,"Circuit Breaker","rn_IR_Mean_Impact_Cost",71,0.71,"IR_Mean_Impact_rn_mean",35281.95
"6638",0.72,"Circuit Breaker","rn_IR_Mean_Impact_Cost",72,0.72,"IR_Mean_Impact_rn_mean",36512.53
"6639",0.73,"Circuit Breaker","rn_IR_Mean_Impact_Cost",73,0.73,"IR_Mean_Impact_rn_mean",37349.8
"6640",0.74,"Circuit Breaker","rn_IR_Mean_Impact_Cost",74,0.74,"IR_Mean_Impact_rn_mean",38421.18
"6641",0.75,"Circuit Breaker","rn_IR_Mean_Impact_Cost",75,0.75,"IR_Mean_Impact_rn_mean",39150.94
"6642",0.76,"Circuit Breaker","rn_IR_Mean_Impact_Cost",76,0.76,"IR_Mean_Impact_rn_mean",40156.91
"6643",0.77,"Circuit Breaker","rn_IR_Mean_Impact_Cost",77,0.77,"IR_Mean_Impact_rn_mean",41108.4
"6644",0.78,"Circuit Breaker","rn_IR_Mean_Impact_Cost",78,0.78,"IR_Mean_Impact_rn_mean",42424.93
"6645",0.79,"Circuit Breaker","rn_IR_Mean_Impact_Cost",79,0.79,"IR_Mean_Impact_rn_mean",43593.95
"6646",0.8,"Circuit Breaker","rn_IR_Mean_Impact_Cost",80,0.8,"IR_Mean_Impact_rn_mean",43919.68
"6647",0.81,"Circuit Breaker","rn_IR_Mean_Impact_Cost",81,0.81,"IR_Mean_Impact_rn_mean",45154.88
"6648",0.82,"Circuit Breaker","rn_IR_Mean_Impact_Cost",82,0.82,"IR_Mean_Impact_rn_mean",47818.58
"6649",0.83,"Circuit Breaker","rn_IR_Mean_Impact_Cost",83,0.83,"IR_Mean_Impact_rn_mean",48726.71
"6650",0.84,"Circuit Breaker","rn_IR_Mean_Impact_Cost",84,0.84,"IR_Mean_Impact_rn_mean",49516.9
"6651",0.85,"Circuit Breaker","rn_IR_Mean_Impact_Cost",85,0.85,"IR_Mean_Impact_rn_mean",50638.48
"6652",0.86,"Circuit Breaker","rn_IR_Mean_Impact_Cost",86,0.86,"IR_Mean_Impact_rn_mean",51485.94
"6653",0.87,"Circuit Breaker","rn_IR_Mean_Impact_Cost",87,0.87,"IR_Mean_Impact_rn_mean",53287.1
"6654",0.88,"Circuit Breaker","rn_IR_Mean_Impact_Cost",88,0.88,"IR_Mean_Impact_rn_mean",54562.99
"6655",0.89,"Circuit Breaker","rn_IR_Mean_Impact_Cost",89,0.89,"IR_Mean_Impact_rn_mean",56435.47
"6656",0.9,"Circuit Breaker","rn_IR_Mean_Impact_Cost",90,0.9,"IR_Mean_Impact_rn_mean",58715.13
"6657",0.91,"Circuit Breaker","rn_IR_Mean_Impact_Cost",91,0.91,"IR_Mean_Impact_rn_mean",60959.47
"6658",0.92,"Circuit Breaker","rn_IR_Mean_Impact_Cost",92,0.92,"IR_Mean_Impact_rn_mean",62387.01
"6659",0.93,"Circuit Breaker","rn_IR_Mean_Impact_Cost",93,0.93,"IR_Mean_Impact_rn_mean",65060.15
"6660",0.94,"Circuit Breaker","rn_IR_Mean_Impact_Cost",94,0.94,"IR_Mean_Impact_rn_mean",67772.78
"6661",0.95,"Circuit Breaker","rn_IR_Mean_Impact_Cost",95,0.95,"IR_Mean_Impact_rn_mean",69928.29
"6662",0.96,"Circuit Breaker","rn_IR_Mean_Impact_Cost",96,0.96,"IR_Mean_Impact_rn_mean",72499.27
"6663",0.97,"Circuit Breaker","rn_IR_Mean_Impact_Cost",97,0.97,"IR_Mean_Impact_rn_mean",76976.44
"6664",0.98,"Circuit Breaker","rn_IR_Mean_Impact_Cost",98,0.98,"IR_Mean_Impact_rn_mean",78223.44
"6665",0.99,"Circuit Breaker","rn_IR_Mean_Impact_Cost",99,0.99,"IR_Mean_Impact_rn_mean",81946.1
"6666",1,"Circuit Breaker","rn_IR_Mean_Impact_Cost",100,1,"IR_Mean_Impact_rn_mean",88245.41
"6667",0,"Turbine, Runner","rn_mean_Impact_Cost",0,0,"Auxiliary System Failure (Turbine)_rn_mean",0.0001792589
"6668",0.01,"Turbine, Runner","rn_mean_Impact_Cost",1,0.01,"Auxiliary System Failure (Turbine)_rn_mean",0.002566204
"6669",0.02,"Turbine, Runner","rn_mean_Impact_Cost",2,0.02,"Auxiliary System Failure (Turbine)_rn_mean",0.01507651
"6670",0.03,"Turbine, Runner","rn_mean_Impact_Cost",3,0.03,"Auxiliary System Failure (Turbine)_rn_mean",0.0841201
"6671",0.04,"Turbine, Runner","rn_mean_Impact_Cost",4,0.04,"Auxiliary System Failure (Turbine)_rn_mean",0.3513748
"6672",0.05,"Turbine, Runner","rn_mean_Impact_Cost",5,0.05,"Auxiliary System Failure (Turbine)_rn_mean",0.6905971
"6673",0.06,"Turbine, Runner","rn_mean_Impact_Cost",6,0.06,"Auxiliary System Failure (Turbine)_rn_mean",1.392033
"6674",0.07,"Turbine, Runner","rn_mean_Impact_Cost",7,0.07,"Auxiliary System Failure (Turbine)_rn_mean",2.92385
"6675",0.08,"Turbine, Runner","rn_mean_Impact_Cost",8,0.08,"Auxiliary System Failure (Turbine)_rn_mean",7.498742
"6676",0.09,"Turbine, Runner","rn_mean_Impact_Cost",9,0.09,"Auxiliary System Failure (Turbine)_rn_mean",11.39186
"6677",0.1,"Turbine, Runner","rn_mean_Impact_Cost",10,0.1,"Auxiliary System Failure (Turbine)_rn_mean",18.09128
"6678",0.11,"Turbine, Runner","rn_mean_Impact_Cost",11,0.11,"Auxiliary System Failure (Turbine)_rn_mean",26.88284
"6679",0.12,"Turbine, Runner","rn_mean_Impact_Cost",12,0.12,"Auxiliary System Failure (Turbine)_rn_mean",37.76957
"6680",0.13,"Turbine, Runner","rn_mean_Impact_Cost",13,0.13,"Auxiliary System Failure (Turbine)_rn_mean",52.8085
"6681",0.14,"Turbine, Runner","rn_mean_Impact_Cost",14,0.14,"Auxiliary System Failure (Turbine)_rn_mean",81.77256
"6682",0.15,"Turbine, Runner","rn_mean_Impact_Cost",15,0.15,"Auxiliary System Failure (Turbine)_rn_mean",103.2513
"6683",0.16,"Turbine, Runner","rn_mean_Impact_Cost",16,0.16,"Auxiliary System Failure (Turbine)_rn_mean",164.2617
"6684",0.17,"Turbine, Runner","rn_mean_Impact_Cost",17,0.17,"Auxiliary System Failure (Turbine)_rn_mean",215.5917
"6685",0.18,"Turbine, Runner","rn_mean_Impact_Cost",18,0.18,"Auxiliary System Failure (Turbine)_rn_mean",277.4188
"6686",0.19,"Turbine, Runner","rn_mean_Impact_Cost",19,0.19,"Auxiliary System Failure (Turbine)_rn_mean",335.7417
"6687",0.2,"Turbine, Runner","rn_mean_Impact_Cost",20,0.2,"Auxiliary System Failure (Turbine)_rn_mean",433.692
"6688",0.21,"Turbine, Runner","rn_mean_Impact_Cost",21,0.21,"Auxiliary System Failure (Turbine)_rn_mean",534.07
"6689",0.22,"Turbine, Runner","rn_mean_Impact_Cost",22,0.22,"Auxiliary System Failure (Turbine)_rn_mean",688.8667
"6690",0.23,"Turbine, Runner","rn_mean_Impact_Cost",23,0.23,"Auxiliary System Failure (Turbine)_rn_mean",854.3193
"6691",0.24,"Turbine, Runner","rn_mean_Impact_Cost",24,0.24,"Auxiliary System Failure (Turbine)_rn_mean",1216.453
"6692",0.25,"Turbine, Runner","rn_mean_Impact_Cost",25,0.25,"Auxiliary System Failure (Turbine)_rn_mean",1496.878
"6693",0.26,"Turbine, Runner","rn_mean_Impact_Cost",26,0.26,"Auxiliary System Failure (Turbine)_rn_mean",1775.525
"6694",0.27,"Turbine, Runner","rn_mean_Impact_Cost",27,0.27,"Auxiliary System Failure (Turbine)_rn_mean",2620.167
"6695",0.28,"Turbine, Runner","rn_mean_Impact_Cost",28,0.28,"Auxiliary System Failure (Turbine)_rn_mean",3002.459
"6696",0.29,"Turbine, Runner","rn_mean_Impact_Cost",29,0.29,"Auxiliary System Failure (Turbine)_rn_mean",4208.017
"6697",0.3,"Turbine, Runner","rn_mean_Impact_Cost",30,0.3,"Auxiliary System Failure (Turbine)_rn_mean",5169.135
"6698",0.31,"Turbine, Runner","rn_mean_Impact_Cost",31,0.31,"Auxiliary System Failure (Turbine)_rn_mean",6889.549
"6699",0.32,"Turbine, Runner","rn_mean_Impact_Cost",32,0.32,"Auxiliary System Failure (Turbine)_rn_mean",7854.081
"6700",0.33,"Turbine, Runner","rn_mean_Impact_Cost",33,0.33,"Auxiliary System Failure (Turbine)_rn_mean",11990.09
"6701",0.34,"Turbine, Runner","rn_mean_Impact_Cost",34,0.34,"Auxiliary System Failure (Turbine)_rn_mean",14495.59
"6702",0.35,"Turbine, Runner","rn_mean_Impact_Cost",35,0.35,"Auxiliary System Failure (Turbine)_rn_mean",16720.46
"6703",0.36,"Turbine, Runner","rn_mean_Impact_Cost",36,0.36,"Auxiliary System Failure (Turbine)_rn_mean",19835.84
"6704",0.37,"Turbine, Runner","rn_mean_Impact_Cost",37,0.37,"Auxiliary System Failure (Turbine)_rn_mean",22531.86
"6705",0.38,"Turbine, Runner","rn_mean_Impact_Cost",38,0.38,"Auxiliary System Failure (Turbine)_rn_mean",45003.67
"6706",0.39,"Turbine, Runner","rn_mean_Impact_Cost",39,0.39,"Auxiliary System Failure (Turbine)_rn_mean",50045.23
"6707",0.4,"Turbine, Runner","rn_mean_Impact_Cost",40,0.4,"Auxiliary System Failure (Turbine)_rn_mean",55765.28
"6708",0.41,"Turbine, Runner","rn_mean_Impact_Cost",41,0.41,"Auxiliary System Failure (Turbine)_rn_mean",68789.34
"6709",0.42,"Turbine, Runner","rn_mean_Impact_Cost",42,0.42,"Auxiliary System Failure (Turbine)_rn_mean",74540.16
"6710",0.43,"Turbine, Runner","rn_mean_Impact_Cost",43,0.43,"Auxiliary System Failure (Turbine)_rn_mean",93503.78
"6711",0.44,"Turbine, Runner","rn_mean_Impact_Cost",44,0.44,"Auxiliary System Failure (Turbine)_rn_mean",100736.9
"6712",0.45,"Turbine, Runner","rn_mean_Impact_Cost",45,0.45,"Auxiliary System Failure (Turbine)_rn_mean",110343.5
"6713",0.46,"Turbine, Runner","rn_mean_Impact_Cost",46,0.46,"Auxiliary System Failure (Turbine)_rn_mean",127214
"6714",0.47,"Turbine, Runner","rn_mean_Impact_Cost",47,0.47,"Auxiliary System Failure (Turbine)_rn_mean",155585.4
"6715",0.48,"Turbine, Runner","rn_mean_Impact_Cost",48,0.48,"Auxiliary System Failure (Turbine)_rn_mean",185338
"6716",0.49,"Turbine, Runner","rn_mean_Impact_Cost",49,0.49,"Auxiliary System Failure (Turbine)_rn_mean",219083.8
"6717",0.5,"Turbine, Runner","rn_mean_Impact_Cost",50,0.5,"Auxiliary System Failure (Turbine)_rn_mean",273606.9
"6718",0.51,"Turbine, Runner","rn_mean_Impact_Cost",51,0.51,"Auxiliary System Failure (Turbine)_rn_mean",305848
"6719",0.52,"Turbine, Runner","rn_mean_Impact_Cost",52,0.52,"Auxiliary System Failure (Turbine)_rn_mean",323391.3
"6720",0.53,"Turbine, Runner","rn_mean_Impact_Cost",53,0.53,"Auxiliary System Failure (Turbine)_rn_mean",497842.9
"6721",0.54,"Turbine, Runner","rn_mean_Impact_Cost",54,0.54,"Auxiliary System Failure (Turbine)_rn_mean",534569.9
"6722",0.55,"Turbine, Runner","rn_mean_Impact_Cost",55,0.55,"Auxiliary System Failure (Turbine)_rn_mean",562038.8
"6723",0.56,"Turbine, Runner","rn_mean_Impact_Cost",56,0.56,"Auxiliary System Failure (Turbine)_rn_mean",642098.1
"6724",0.57,"Turbine, Runner","rn_mean_Impact_Cost",57,0.57,"Auxiliary System Failure (Turbine)_rn_mean",672637.2
"6725",0.58,"Turbine, Runner","rn_mean_Impact_Cost",58,0.58,"Auxiliary System Failure (Turbine)_rn_mean",743033.9
"6726",0.59,"Turbine, Runner","rn_mean_Impact_Cost",59,0.59,"Auxiliary System Failure (Turbine)_rn_mean",810108.1
"6727",0.6,"Turbine, Runner","rn_mean_Impact_Cost",60,0.6,"Auxiliary System Failure (Turbine)_rn_mean",861732.9
"6728",0.61,"Turbine, Runner","rn_mean_Impact_Cost",61,0.61,"Auxiliary System Failure (Turbine)_rn_mean",917808.8
"6729",0.62,"Turbine, Runner","rn_mean_Impact_Cost",62,0.62,"Auxiliary System Failure (Turbine)_rn_mean",976731.4
"6730",0.63,"Turbine, Runner","rn_mean_Impact_Cost",63,0.63,"Auxiliary System Failure (Turbine)_rn_mean",1021205
"6731",0.64,"Turbine, Runner","rn_mean_Impact_Cost",64,0.64,"Auxiliary System Failure (Turbine)_rn_mean",1143635
"6732",0.65,"Turbine, Runner","rn_mean_Impact_Cost",65,0.65,"Auxiliary System Failure (Turbine)_rn_mean",1281247
"6733",0.66,"Turbine, Runner","rn_mean_Impact_Cost",66,0.66,"Auxiliary System Failure (Turbine)_rn_mean",1513955
"6734",0.67,"Turbine, Runner","rn_mean_Impact_Cost",67,0.67,"Auxiliary System Failure (Turbine)_rn_mean",1587542
"6735",0.68,"Turbine, Runner","rn_mean_Impact_Cost",68,0.68,"Auxiliary System Failure (Turbine)_rn_mean",1703586
"6736",0.69,"Turbine, Runner","rn_mean_Impact_Cost",69,0.69,"Auxiliary System Failure (Turbine)_rn_mean",1817471
"6737",0.7,"Turbine, Runner","rn_mean_Impact_Cost",70,0.7,"Auxiliary System Failure (Turbine)_rn_mean",1881239
"6738",0.71,"Turbine, Runner","rn_mean_Impact_Cost",71,0.71,"Auxiliary System Failure (Turbine)_rn_mean",2138805
"6739",0.72,"Turbine, Runner","rn_mean_Impact_Cost",72,0.72,"Auxiliary System Failure (Turbine)_rn_mean",2661980
"6740",0.73,"Turbine, Runner","rn_mean_Impact_Cost",73,0.73,"Auxiliary System Failure (Turbine)_rn_mean",2736984
"6741",0.74,"Turbine, Runner","rn_mean_Impact_Cost",74,0.74,"Auxiliary System Failure (Turbine)_rn_mean",2918010
"6742",0.75,"Turbine, Runner","rn_mean_Impact_Cost",75,0.75,"Auxiliary System Failure (Turbine)_rn_mean",3079547
"6743",0.76,"Turbine, Runner","rn_mean_Impact_Cost",76,0.76,"Auxiliary System Failure (Turbine)_rn_mean",3174673
"6744",0.77,"Turbine, Runner","rn_mean_Impact_Cost",77,0.77,"Auxiliary System Failure (Turbine)_rn_mean",3397378
"6745",0.78,"Turbine, Runner","rn_mean_Impact_Cost",78,0.78,"Auxiliary System Failure (Turbine)_rn_mean",3642342
"6746",0.79,"Turbine, Runner","rn_mean_Impact_Cost",79,0.79,"Auxiliary System Failure (Turbine)_rn_mean",3736619
"6747",0.8,"Turbine, Runner","rn_mean_Impact_Cost",80,0.8,"Auxiliary System Failure (Turbine)_rn_mean",3849301
"6748",0.81,"Turbine, Runner","rn_mean_Impact_Cost",81,0.81,"Auxiliary System Failure (Turbine)_rn_mean",4303029
"6749",0.82,"Turbine, Runner","rn_mean_Impact_Cost",82,0.82,"Auxiliary System Failure (Turbine)_rn_mean",5256037
"6750",0.83,"Turbine, Runner","rn_mean_Impact_Cost",83,0.83,"Auxiliary System Failure (Turbine)_rn_mean",5619774
"6751",0.84,"Turbine, Runner","rn_mean_Impact_Cost",84,0.84,"Auxiliary System Failure (Turbine)_rn_mean",6052002
"6752",0.85,"Turbine, Runner","rn_mean_Impact_Cost",85,0.85,"Auxiliary System Failure (Turbine)_rn_mean",6641300
"6753",0.86,"Turbine, Runner","rn_mean_Impact_Cost",86,0.86,"Auxiliary System Failure (Turbine)_rn_mean",6697381
"6754",0.87,"Turbine, Runner","rn_mean_Impact_Cost",87,0.87,"Auxiliary System Failure (Turbine)_rn_mean",9277357
"6755",0.88,"Turbine, Runner","rn_mean_Impact_Cost",88,0.88,"Auxiliary System Failure (Turbine)_rn_mean",9683923
"6756",0.89,"Turbine, Runner","rn_mean_Impact_Cost",89,0.89,"Auxiliary System Failure (Turbine)_rn_mean",10047390
"6757",0.9,"Turbine, Runner","rn_mean_Impact_Cost",90,0.9,"Auxiliary System Failure (Turbine)_rn_mean",10231052
"6758",0.91,"Turbine, Runner","rn_mean_Impact_Cost",91,0.91,"Auxiliary System Failure (Turbine)_rn_mean",10995114
"6759",0.92,"Turbine, Runner","rn_mean_Impact_Cost",92,0.92,"Auxiliary System Failure (Turbine)_rn_mean",12197628
"6760",0.93,"Turbine, Runner","rn_mean_Impact_Cost",93,0.93,"Auxiliary System Failure (Turbine)_rn_mean",12257194
"6761",0.94,"Turbine, Runner","rn_mean_Impact_Cost",94,0.94,"Auxiliary System Failure (Turbine)_rn_mean",13012056
"6762",0.95,"Turbine, Runner","rn_mean_Impact_Cost",95,0.95,"Auxiliary System Failure (Turbine)_rn_mean",13060000
"6763",0.96,"Turbine, Runner","rn_mean_Impact_Cost",96,0.96,"Auxiliary System Failure (Turbine)_rn_mean",13635162
"6764",0.97,"Turbine, Runner","rn_mean_Impact_Cost",97,0.97,"Auxiliary System Failure (Turbine)_rn_mean",17407814
"6765",0.98,"Turbine, Runner","rn_mean_Impact_Cost",98,0.98,"Auxiliary System Failure (Turbine)_rn_mean",17888144
"6766",0.99,"Turbine, Runner","rn_mean_Impact_Cost",99,0.99,"Auxiliary System Failure (Turbine)_rn_mean",19897328
"6767",1,"Turbine, Runner","rn_mean_Impact_Cost",100,1,"Auxiliary System Failure (Turbine)_rn_mean",20066694
"6768",0,"Turbine, Runner","rn_mean_Impact_Cost",0,0,"Bearing Failure_rn_mean",0.001094109
"6769",0.01,"Turbine, Runner","rn_mean_Impact_Cost",1,0.01,"Bearing Failure_rn_mean",0.07786913
"6770",0.02,"Turbine, Runner","rn_mean_Impact_Cost",2,0.02,"Bearing Failure_rn_mean",0.6164631
"6771",0.03,"Turbine, Runner","rn_mean_Impact_Cost",3,0.03,"Bearing Failure_rn_mean",3.394129
"6772",0.04,"Turbine, Runner","rn_mean_Impact_Cost",4,0.04,"Bearing Failure_rn_mean",13.64351
"6773",0.05,"Turbine, Runner","rn_mean_Impact_Cost",5,0.05,"Bearing Failure_rn_mean",37.985
"6774",0.06,"Turbine, Runner","rn_mean_Impact_Cost",6,0.06,"Bearing Failure_rn_mean",98.43715
"6775",0.07,"Turbine, Runner","rn_mean_Impact_Cost",7,0.07,"Bearing Failure_rn_mean",211.8776
"6776",0.08,"Turbine, Runner","rn_mean_Impact_Cost",8,0.08,"Bearing Failure_rn_mean",392.486
"6777",0.09,"Turbine, Runner","rn_mean_Impact_Cost",9,0.09,"Bearing Failure_rn_mean",680.6562
"6778",0.1,"Turbine, Runner","rn_mean_Impact_Cost",10,0.1,"Bearing Failure_rn_mean",1105.139
"6779",0.11,"Turbine, Runner","rn_mean_Impact_Cost",11,0.11,"Bearing Failure_rn_mean",1925.465
"6780",0.12,"Turbine, Runner","rn_mean_Impact_Cost",12,0.12,"Bearing Failure_rn_mean",3011.306
"6781",0.13,"Turbine, Runner","rn_mean_Impact_Cost",13,0.13,"Bearing Failure_rn_mean",4855.705
"6782",0.14,"Turbine, Runner","rn_mean_Impact_Cost",14,0.14,"Bearing Failure_rn_mean",7063.213
"6783",0.15,"Turbine, Runner","rn_mean_Impact_Cost",15,0.15,"Bearing Failure_rn_mean",11003.56
"6784",0.16,"Turbine, Runner","rn_mean_Impact_Cost",16,0.16,"Bearing Failure_rn_mean",15058.6
"6785",0.17,"Turbine, Runner","rn_mean_Impact_Cost",17,0.17,"Bearing Failure_rn_mean",23121.89
"6786",0.18,"Turbine, Runner","rn_mean_Impact_Cost",18,0.18,"Bearing Failure_rn_mean",32518.51
"6787",0.19,"Turbine, Runner","rn_mean_Impact_Cost",19,0.19,"Bearing Failure_rn_mean",44819.33
"6788",0.2,"Turbine, Runner","rn_mean_Impact_Cost",20,0.2,"Bearing Failure_rn_mean",58010.47
"6789",0.21,"Turbine, Runner","rn_mean_Impact_Cost",21,0.21,"Bearing Failure_rn_mean",81153.06
"6790",0.22,"Turbine, Runner","rn_mean_Impact_Cost",22,0.22,"Bearing Failure_rn_mean",110405.7
"6791",0.23,"Turbine, Runner","rn_mean_Impact_Cost",23,0.23,"Bearing Failure_rn_mean",151261.8
"6792",0.24,"Turbine, Runner","rn_mean_Impact_Cost",24,0.24,"Bearing Failure_rn_mean",189274.8
"6793",0.25,"Turbine, Runner","rn_mean_Impact_Cost",25,0.25,"Bearing Failure_rn_mean",239374
"6794",0.26,"Turbine, Runner","rn_mean_Impact_Cost",26,0.26,"Bearing Failure_rn_mean",295099.5
